profile_id,building_id,owner_type,num_properties_owned,annual_rental_income_eur,existing_mortgage_eur,credit_rating,max_loan_capacity_eur,cash_reserves_eur,age_of_owner,avg_tenant_income_eur,avg_rent_eur_m2,rent_control_applies,max_rent_increase_pct,tenant_hardship_risk,vacancy_rate_pct,risk_tolerance
FIN-01439,BLD-01439,Municipal,33,224236.8,0.0,Excellent,475604.41,67499.47,0,36977.0,9.68,TRUE,8.0,High,3.0,Low
FIN-01440,BLD-01440,Corporate landlord,42,240551.99,786029.77,Excellent,394076.02,179037.16,0,57171.0,21.67,TRUE,8.0,Medium,2.4,High
FIN-01441,BLD-01441,Municipal,46,345427.2,0.0,Excellent,89553.39,145139.66,0,32061.0,8.78,TRUE,8.0,High,1.2,Medium
FIN-01442,BLD-01442,Corporate landlord,26,92471.36,648006.47,Very Good,779205.09,66374.39,0,48957.0,14.97,FALSE,0.0,Medium,4.3,Medium
FIN-01443,BLD-01443,Condominium,1,0.0,106064.91,Very Good,164035.42,197903.4,0,78395.0,19.42,TRUE,8.0,Low,0.0,High
FIN-01444,BLD-01444,Condominium,1,0.0,89391.23,Excellent,110354.02,11153.16,0,51402.0,16.98,TRUE,8.0,Medium,0.0,Low
FIN-01445,BLD-01445,Condominium,1,0.0,132255.28,Excellent,133391.42,104593.43,0,86585.0,12.36,TRUE,8.0,Medium,0.0,Low
FIN-01446,BLD-01446,Housing cooperative,1,0.0,171952.58,Good,695986.35,56455.73,0,30276.0,8.27,FALSE,0.0,Medium,1.7,High
FIN-01447,BLD-01447,Municipal,62,138211.2,0.0,Excellent,374239.33,38381.08,0,44909.0,8.53,TRUE,8.0,High,1.2,Low
FIN-01448,BLD-01448,Condominium,1,0.0,3799.39,Very Good,775646.62,36865.76,0,47071.0,19.74,TRUE,8.0,Medium,0.0,Low
FIN-01449,BLD-01449,Corporate landlord,46,160216.96,1307712.23,Very Good,99501.2,86927.59,0,52174.0,16.41,TRUE,8.0,Medium,1.0,Medium
FIN-01450,BLD-01450,Municipal,60,46003.2,0.0,Excellent,732330.7,170552.25,0,42304.0,8.52,TRUE,8.0,High,3.8,Low
FIN-01451,BLD-01451,Condominium,1,0.0,65623.6,Excellent,200412.06,177594.2,0,89185.0,14.48,TRUE,8.0,Medium,0.0,Low
FIN-01452,BLD-01452,Housing cooperative,1,0.0,299086.9,Very Good,784558.04,133690.64,0,37025.0,7.57,FALSE,0.0,Medium,1.2,Medium
FIN-01453,BLD-01453,Condominium,1,0.0,135674.4,Excellent,103297.29,74201.37,0,73812.0,13.74,TRUE,8.0,Low,0.0,High
FIN-01454,BLD-01454,Housing cooperative,1,0.0,266913.83,Excellent,558169.94,186870.45,0,50661.0,7.26,FALSE,0.0,Medium,2.5,High
FIN-01455,BLD-01455,Corporate landlord,13,481841.15,552473.09,Excellent,697710.65,72379.89,0,40543.0,18.86,TRUE,8.0,Medium,2.1,Low
FIN-01456,BLD-01456,Housing cooperative,1,0.0,282601.24,Very Good,92198.59,141037.48,0,43767.0,10.82,FALSE,0.0,Medium,2.3,Medium
FIN-01457,BLD-01457,Corporate landlord,39,277034.72,1159417.38,Excellent,420337.13,51920.01,0,66944.0,18.0,TRUE,8.0,Medium,3.0,Medium
FIN-01458,BLD-01458,Condominium,1,0.0,104336.33,Very Good,357252.9,165251.2,0,84347.0,15.78,TRUE,8.0,Medium,0.0,Low
FIN-01459,BLD-01459,Corporate landlord,28,28976.6,981175.61,Very Good,428854.06,35149.35,0,47970.0,14.3,FALSE,0.0,Medium,5.4,Low
FIN-01460,BLD-01460,Individual,5,183460.74,334095.54,Very Good,412302.15,145794.77,75,59750.0,11.78,FALSE,0.0,Low,0.5,Low
FIN-01461,BLD-01461,Corporate landlord,37,144900.8,762485.34,Excellent,176902.33,176072.63,0,41012.0,19.87,TRUE,8.0,Low,1.1,High
FIN-01462,BLD-01462,Condominium,1,0.0,94277.17,Excellent,241260.94,99779.18,0,72480.0,14.5,TRUE,8.0,Low,0.0,Low
FIN-01463,BLD-01463,Municipal,26,203712.0,0.0,Excellent,405950.33,40690.86,0,34640.0,7.14,TRUE,8.0,High,4.9,High
FIN-01464,BLD-01464,Condominium,1,0.0,66529.01,Good,290091.64,183332.75,0,67489.0,19.41,TRUE,8.0,Medium,0.0,High
FIN-01465,BLD-01465,Housing cooperative,1,0.0,127862.7,Very Good,428264.45,83618.62,0,35655.0,8.58,FALSE,0.0,Medium,1.2,Medium
FIN-01466,BLD-01466,Condominium,1,0.0,20622.53,Good,531462.12,52283.92,0,84218.0,16.3,TRUE,8.0,Low,0.0,Low
FIN-01467,BLD-01467,Municipal,25,145267.2,0.0,Excellent,667768.48,86742.57,0,28621.0,8.76,TRUE,8.0,Medium,1.1,Medium
FIN-01468,BLD-01468,Individual,3,119854.08,283777.38,Fair,795352.62,126561.78,52,44438.0,15.28,FALSE,0.0,Medium,4.3,Low
FIN-01469,BLD-01469,Municipal,65,225456.0,0.0,Excellent,404357.26,101999.88,0,44705.0,9.51,TRUE,8.0,High,1.7,Medium
FIN-01470,BLD-01470,Corporate landlord,14,132657.24,670606.84,Excellent,264324.65,152874.87,0,65257.0,20.53,TRUE,8.0,Medium,0.6,High
FIN-01471,BLD-01471,Municipal,80,26035.2,0.0,Excellent,228888.31,165924.58,0,30351.0,9.53,TRUE,8.0,High,2.7,Medium
FIN-01472,BLD-01472,Municipal,12,92112.0,0.0,Excellent,729516.33,145586.73,0,38922.0,8.85,TRUE,8.0,Medium,4.5,Low
FIN-01473,BLD-01473,Corporate landlord,48,1194103.05,1242638.41,Very Good,469799.38,24885.7,0,61308.0,21.47,TRUE,8.0,Medium,3.5,Medium
FIN-01474,BLD-01474,Municipal,11,199843.2,0.0,Excellent,216211.98,197943.86,0,39681.0,9.15,TRUE,8.0,High,1.6,High
FIN-01475,BLD-01475,Housing cooperative,1,0.0,57698.73,Very Good,461299.13,138128.86,0,43703.0,9.54,FALSE,0.0,Medium,1.5,Low
FIN-01476,BLD-01476,Municipal,12,214368.0,0.0,Excellent,120612.69,191305.08,0,41053.0,8.88,TRUE,8.0,High,2.1,High
FIN-01477,BLD-01477,Individual,4,136411.01,428552.17,Good,204333.19,70109.73,69,31081.0,9.79,TRUE,8.0,Medium,3.1,Low
FIN-01478,BLD-01478,Housing cooperative,1,0.0,138940.85,Good,766828.44,196825.58,0,45285.0,7.94,FALSE,0.0,Medium,0.6,Low
FIN-01479,BLD-01479,Housing cooperative,1,0.0,71900.09,Very Good,70678.67,68949.92,0,48112.0,10.22,FALSE,0.0,Medium,1.0,Medium
FIN-01480,BLD-01480,Condominium,1,0.0,144064.55,Very Good,589572.18,87547.87,0,53384.0,13.9,TRUE,8.0,Low,0.0,High
FIN-01481,BLD-01481,Housing cooperative,1,0.0,325518.39,Good,547319.88,98954.7,0,32953.0,9.32,FALSE,0.0,Low,0.5,High
FIN-01482,BLD-01482,Housing cooperative,1,0.0,101934.64,Good,370723.1,129277.9,0,46139.0,7.76,FALSE,0.0,Medium,0.9,Medium
FIN-01483,BLD-01483,Individual,1,479681.57,210605.26,Excellent,555389.31,22404.66,68,39948.0,16.79,TRUE,8.0,Medium,1.8,Medium
FIN-01484,BLD-01484,Housing cooperative,1,0.0,157344.64,Excellent,89032.57,14366.66,0,41898.0,7.63,FALSE,0.0,Medium,0.1,High
FIN-01485,BLD-01485,Housing cooperative,1,0.0,264063.06,Very Good,669538.56,46906.6,0,50936.0,7.15,FALSE,0.0,Medium,0.7,Medium
FIN-01486,BLD-01486,Housing cooperative,1,0.0,347816.92,Good,116062.96,31317.45,0,40699.0,10.44,FALSE,0.0,Medium,1.6,Low
FIN-01487,BLD-01487,Municipal,18,112790.4,0.0,Excellent,274070.01,155190.93,0,44797.0,8.66,TRUE,8.0,High,4.8,Medium
FIN-01488,BLD-01488,Housing cooperative,1,0.0,245775.6,Very Good,648729.6,88672.43,0,43824.0,8.44,FALSE,0.0,Medium,2.6,Medium
FIN-01489,BLD-01489,Individual,5,100946.92,76845.65,Excellent,566432.22,184408.62,60,37933.0,16.74,TRUE,8.0,Low,4.5,High
FIN-01490,BLD-01490,Individual,1,55664.11,351433.11,Excellent,283284.18,193863.13,56,35481.0,14.99,TRUE,8.0,Low,9.3,High
FIN-01491,BLD-01491,Individual,2,586263.34,87222.68,Good,169613.86,123785.08,35,56609.0,10.62,TRUE,8.0,High,1.3,Medium
FIN-01492,BLD-01492,Corporate landlord,50,683364.08,1094537.22,Excellent,793400.09,107612.56,0,73378.0,14.68,FALSE,0.0,Low,0.3,Medium
FIN-01493,BLD-01493,Individual,2,52948.49,243183.46,Fair,546488.28,197038.78,65,53411.0,11.11,TRUE,8.0,Low,1.4,High
FIN-01494,BLD-01494,Corporate landlord,49,498679.68,535474.31,Excellent,406871.37,161963.04,0,69568.0,15.97,TRUE,8.0,Low,3.0,Low
FIN-01495,BLD-01495,Condominium,1,0.0,101573.75,Excellent,358460.57,11288.26,0,57488.0,14.72,TRUE,8.0,Low,0.0,High
FIN-01496,BLD-01496,Municipal,30,47308.8,0.0,Excellent,205138.31,21114.49,0,35422.0,7.66,TRUE,8.0,High,4.7,Low
FIN-01497,BLD-01497,Individual,1,758523.07,362019.95,Good,670840.74,179765.8,76,37585.0,13.79,TRUE,8.0,Medium,7.5,High
FIN-01498,BLD-01498,Corporate landlord,13,198649.9,423501.87,Excellent,389818.41,75242.35,0,54958.0,20.85,TRUE,8.0,Low,1.2,Low
FIN-01499,BLD-01499,Housing cooperative,1,0.0,161388.3,Very Good,94159.6,94936.38,0,47922.0,9.69,FALSE,0.0,Medium,0.0,High
FIN-01500,BLD-01500,Municipal,63,207148.8,0.0,Excellent,296408.72,116396.37,0,37439.0,9.83,TRUE,8.0,Medium,1.4,High
FIN-01501,BLD-01501,Municipal,46,152812.8,0.0,Excellent,605629.0,30866.58,0,29812.0,7.68,TRUE,8.0,High,2.8,High
FIN-01502,BLD-01502,Condominium,1,0.0,95438.61,Good,325782.03,117589.33,0,69533.0,19.36,TRUE,8.0,Medium,0.0,Medium
FIN-01503,BLD-01503,Individual,4,207574.55,154462.13,Excellent,587724.16,53339.87,63,49997.0,11.61,TRUE,8.0,Medium,6.8,Medium
FIN-01504,BLD-01504,Housing cooperative,1,0.0,299213.49,Very Good,250481.64,184019.23,0,52487.0,10.72,FALSE,0.0,Medium,2.8,Medium
FIN-01505,BLD-01505,Housing cooperative,1,0.0,147693.51,Good,497726.85,10673.86,0,35932.0,8.05,FALSE,0.0,Low,1.9,Medium
FIN-01506,BLD-01506,Housing cooperative,1,0.0,74820.48,Good,622156.41,70533.29,0,40414.0,7.61,FALSE,0.0,Medium,1.4,High
FIN-01507,BLD-01507,Housing cooperative,1,0.0,363387.88,Excellent,75644.4,170003.22,0,33526.0,10.88,FALSE,0.0,Medium,0.9,Medium
FIN-01508,BLD-01508,Condominium,1,0.0,41534.66,Very Good,176311.92,33724.72,0,89699.0,13.91,TRUE,8.0,Low,0.0,Low
FIN-01509,BLD-01509,Municipal,66,56083.2,0.0,Excellent,162719.41,21622.75,0,42617.0,9.41,TRUE,8.0,Medium,2.1,Low
FIN-01510,BLD-01510,Municipal,45,233606.4,0.0,Excellent,210003.96,183052.1,0,41140.0,8.11,TRUE,8.0,High,2.9,High
FIN-01511,BLD-01511,Corporate landlord,11,906593.22,687170.91,Excellent,754734.3,58731.41,0,73938.0,17.81,TRUE,8.0,Low,2.7,Medium
FIN-01512,BLD-01512,Municipal,18,434764.8,0.0,Excellent,281526.18,144370.22,0,37252.0,7.94,TRUE,8.0,High,2.9,High
FIN-01513,BLD-01513,Municipal,62,172790.4,0.0,Excellent,327180.71,129131.66,0,44932.0,8.23,TRUE,8.0,High,4.6,Medium
FIN-01514,BLD-01514,Municipal,56,353068.8,0.0,Excellent,282516.94,155242.72,0,38966.0,7.56,TRUE,8.0,High,2.7,Medium
FIN-01515,BLD-01515,Municipal,48,114364.8,0.0,Excellent,659098.63,77699.77,0,29028.0,7.56,TRUE,8.0,High,3.0,Low
FIN-01516,BLD-01516,Condominium,1,0.0,29188.86,Very Good,327956.04,45842.52,0,49281.0,14.06,TRUE,8.0,Medium,0.0,Low
FIN-01517,BLD-01517,Municipal,42,42700.8,0.0,Excellent,349450.31,179577.54,0,44777.0,7.64,TRUE,8.0,High,1.8,Medium
FIN-01518,BLD-01518,Corporate landlord,32,77900.79,739516.97,Good,709922.54,143000.58,0,66345.0,13.13,TRUE,8.0,Medium,3.2,Medium
FIN-01519,BLD-01519,Condominium,1,0.0,73963.56,Good,247171.65,198402.57,0,60747.0,18.38,TRUE,8.0,Medium,0.0,Medium
FIN-01520,BLD-01520,Corporate landlord,47,50242.22,1247920.8,Excellent,445450.07,155032.38,0,73259.0,16.73,TRUE,8.0,Medium,0.9,High
FIN-01521,BLD-01521,Housing cooperative,1,0.0,313880.43,Good,64572.51,64725.7,0,41464.0,10.57,FALSE,0.0,Low,1.6,Medium
FIN-01522,BLD-01522,Corporate landlord,48,208639.25,1115917.03,Very Good,797988.09,160216.4,0,74517.0,20.47,TRUE,8.0,Medium,2.1,High
FIN-01523,BLD-01523,Corporate landlord,12,275872.28,234163.05,Good,129325.31,89110.41,0,68848.0,15.44,TRUE,8.0,Medium,3.9,High
FIN-01524,BLD-01524,Housing cooperative,1,0.0,272178.87,Very Good,612363.1,186602.69,0,31073.0,7.89,FALSE,0.0,Medium,0.7,Medium
FIN-01525,BLD-01525,Corporate landlord,40,860288.16,890040.63,Very Good,231370.3,79415.3,0,45869.0,20.32,TRUE,8.0,Low,1.6,High
FIN-01526,BLD-01526,Individual,1,639626.87,513750.17,Very Good,340320.72,125532.26,62,36525.0,15.6,TRUE,8.0,Low,0.8,Medium
FIN-01527,BLD-01527,Municipal,37,121104.0,0.0,Excellent,296384.12,158979.97,0,36715.0,8.45,TRUE,8.0,Medium,2.7,Medium
FIN-01528,BLD-01528,Individual,3,212467.82,20617.72,Good,228736.05,34714.08,63,63707.0,15.37,TRUE,8.0,Medium,6.9,Medium
FIN-01529,BLD-01529,Municipal,14,166435.2,0.0,Excellent,742609.65,182112.66,0,38665.0,8.05,TRUE,8.0,High,4.2,High
FIN-01530,BLD-01530,Corporate landlord,14,942351.23,275402.89,Excellent,390206.92,178318.27,0,64962.0,19.43,TRUE,8.0,Low,1.2,High
FIN-01531,BLD-01531,Corporate landlord,33,54505.28,901958.48,Very Good,375949.13,156330.07,0,64908.0,19.44,TRUE,8.0,Medium,1.7,High
FIN-01532,BLD-01532,Condominium,1,0.0,104536.99,Excellent,675022.29,49415.64,0,76904.0,13.13,TRUE,8.0,Low,0.0,Low
FIN-01533,BLD-01533,Condominium,1,0.0,71996.5,Excellent,704812.08,184484.98,0,53466.0,14.76,TRUE,8.0,Medium,0.0,Medium
FIN-01534,BLD-01534,Housing cooperative,1,0.0,379670.25,Very Good,106609.18,88665.55,0,35051.0,10.56,FALSE,0.0,Medium,2.9,High
FIN-01535,BLD-01535,Individual,1,285334.95,6418.35,Fair,751275.07,66902.49,73,63510.0,12.72,TRUE,8.0,High,3.0,Medium
FIN-01536,BLD-01536,Corporate landlord,35,264789.3,1230562.86,Excellent,236145.9,55278.29,0,65391.0,18.76,TRUE,8.0,Medium,2.9,High
FIN-01537,BLD-01537,Housing cooperative,1,0.0,320219.57,Good,415978.5,174005.34,0,42850.0,10.56,FALSE,0.0,Medium,2.6,High
FIN-01538,BLD-01538,Municipal,48,106800.0,0.0,Excellent,703755.63,91802.27,0,38931.0,8.33,TRUE,8.0,High,2.1,Medium
FIN-01539,BLD-01539,Individual,3,442031.62,65781.77,Very Good,433155.91,17652.31,49,45555.0,14.08,FALSE,0.0,High,9.0,Low
FIN-01540,BLD-01540,Housing cooperative,1,0.0,104709.75,Very Good,172638.13,29074.5,0,33854.0,7.84,FALSE,0.0,Medium,1.3,High
FIN-01541,BLD-01541,Corporate landlord,18,109647.13,1164803.57,Excellent,179376.21,197195.24,0,59696.0,14.66,TRUE,8.0,Medium,4.9,Medium
FIN-01542,BLD-01542,Municipal,31,253728.0,0.0,Excellent,675915.38,63228.67,0,43271.0,7.51,TRUE,8.0,Medium,2.8,High
FIN-01543,BLD-01543,Corporate landlord,5,544713.08,447000.33,Good,410976.7,123266.8,0,65778.0,13.35,TRUE,8.0,Medium,1.3,Low
FIN-01544,BLD-01544,Housing cooperative,1,0.0,292643.66,Good,147360.37,198973.04,0,47994.0,7.89,FALSE,0.0,Low,0.3,Low
FIN-01545,BLD-01545,Individual,3,246550.88,558809.76,Very Good,496578.49,110840.95,73,43736.0,16.75,FALSE,0.0,Low,6.4,Low
FIN-01546,BLD-01546,Corporate landlord,39,93019.64,1195305.1,Excellent,115452.47,84433.88,0,68938.0,20.39,TRUE,8.0,Medium,0.8,Medium
FIN-01547,BLD-01547,Municipal,76,134745.6,0.0,Excellent,195009.06,43393.09,0,32467.0,7.26,TRUE,8.0,Medium,4.8,Low
FIN-01548,BLD-01548,Condominium,1,0.0,91624.07,Very Good,406254.04,93989.38,0,48160.0,12.22,TRUE,8.0,Low,0.0,Medium
FIN-01549,BLD-01549,Corporate landlord,21,133946.49,246153.33,Very Good,771038.65,95415.61,0,45610.0,17.54,FALSE,0.0,Low,2.9,Low
FIN-01550,BLD-01550,Condominium,1,0.0,147795.06,Good,260684.27,146667.13,0,62715.0,16.58,TRUE,8.0,Low,0.0,High
FIN-01551,BLD-01551,Individual,5,108132.13,597961.3,Fair,71496.3,175775.0,70,38352.0,12.76,FALSE,0.0,Medium,6.2,Medium
FIN-01552,BLD-01552,Individual,4,37768.02,54959.64,Excellent,448723.96,182853.99,62,55647.0,14.61,TRUE,8.0,Medium,9.8,Medium
FIN-01553,BLD-01553,Corporate landlord,11,482806.68,424293.79,Very Good,542305.79,156588.63,0,64359.0,19.14,TRUE,8.0,Low,4.6,High
FIN-01554,BLD-01554,Housing cooperative,1,0.0,189385.94,Good,279892.99,174373.81,0,41402.0,8.79,FALSE,0.0,Medium,2.9,High
FIN-01555,BLD-01555,Individual,1,220502.35,315042.96,Excellent,62181.57,198369.16,78,62258.0,10.16,TRUE,8.0,Low,8.1,Medium
FIN-01556,BLD-01556,Corporate landlord,11,570899.91,1353929.28,Very Good,176056.87,55222.1,0,53519.0,20.94,TRUE,8.0,Low,1.9,High
FIN-01557,BLD-01557,Housing cooperative,1,0.0,291115.39,Excellent,588394.39,117153.23,0,37590.0,9.86,FALSE,0.0,Medium,1.9,Medium
FIN-01558,BLD-01558,Municipal,25,84547.2,0.0,Excellent,538856.93,8007.69,0,44505.0,8.5,TRUE,8.0,High,2.2,Medium
FIN-01559,BLD-01559,Housing cooperative,1,0.0,295643.73,Excellent,682029.8,83856.24,0,53095.0,9.78,FALSE,0.0,Medium,2.5,Medium
FIN-01560,BLD-01560,Municipal,54,20121.6,0.0,Excellent,464870.76,193935.29,0,37297.0,9.39,TRUE,8.0,High,1.8,Medium
FIN-01561,BLD-01561,Condominium,1,0.0,132313.55,Excellent,753390.18,196265.01,0,61037.0,19.09,TRUE,8.0,Low,0.0,Low
FIN-01562,BLD-01562,Individual,5,753103.7,295310.34,Excellent,566017.11,43750.82,75,33996.0,13.77,FALSE,0.0,High,2.6,High
FIN-01563,BLD-01563,Condominium,1,0.0,121969.69,Excellent,681538.62,17058.26,0,49654.0,17.5,TRUE,8.0,Medium,0.0,High
FIN-01564,BLD-01564,Corporate landlord,47,664850.11,1407335.9,Good,798978.93,166877.4,0,46718.0,15.27,TRUE,8.0,Low,1.2,Low
FIN-01565,BLD-01565,Municipal,34,289747.2,0.0,Excellent,517232.72,33879.3,0,41824.0,8.62,TRUE,8.0,Medium,4.4,High
FIN-01566,BLD-01566,Individual,2,389379.05,338414.24,Good,267813.37,77581.31,52,49447.0,11.12,TRUE,8.0,Medium,8.8,Low
FIN-01567,BLD-01567,Housing cooperative,1,0.0,335975.83,Excellent,128665.95,79074.21,0,33544.0,9.15,FALSE,0.0,Medium,0.5,Medium
FIN-01568,BLD-01568,Condominium,1,0.0,140337.79,Good,250084.35,139464.56,0,55048.0,17.25,TRUE,8.0,Medium,0.0,Medium
FIN-01569,BLD-01569,Condominium,1,0.0,16584.86,Good,605519.89,34784.06,0,77550.0,18.44,TRUE,8.0,Low,0.0,Low
FIN-01570,BLD-01570,Corporate landlord,15,424440.96,1417962.09,Good,150394.55,11946.31,0,68737.0,15.99,TRUE,8.0,Low,0.7,High
FIN-01571,BLD-01571,Individual,4,92959.45,209537.31,Excellent,706130.2,87735.11,38,46087.0,12.62,TRUE,8.0,Medium,6.3,Low
FIN-01572,BLD-01572,Housing cooperative,1,0.0,364586.42,Very Good,337133.89,43713.65,0,31864.0,9.59,FALSE,0.0,Low,0.3,Low
FIN-01573,BLD-01573,Housing cooperative,1,0.0,339070.31,Excellent,177968.28,158367.55,0,32496.0,7.75,FALSE,0.0,Medium,0.1,Low
FIN-01574,BLD-01574,Municipal,64,174355.2,0.0,Excellent,657208.59,157574.85,0,30760.0,8.43,TRUE,8.0,High,3.2,Medium
FIN-01575,BLD-01575,Corporate landlord,43,72933.04,1427104.34,Very Good,376411.28,6058.17,0,44418.0,15.17,FALSE,0.0,Medium,1.3,High
FIN-01576,BLD-01576,Housing cooperative,1,0.0,180706.06,Excellent,279163.89,50250.91,0,51318.0,8.49,FALSE,0.0,Low,1.6,Low
FIN-01577,BLD-01577,Municipal,79,189475.2,0.0,Excellent,593798.3,36490.15,0,31742.0,8.18,TRUE,8.0,High,4.6,Low
FIN-01578,BLD-01578,Corporate landlord,27,38264.43,1119320.58,Excellent,487132.55,185809.71,0,64116.0,19.72,TRUE,8.0,Low,4.1,High
FIN-01579,BLD-01579,Municipal,56,78182.4,0.0,Excellent,319248.01,123386.37,0,28679.0,7.62,TRUE,8.0,High,2.8,High
FIN-01580,BLD-01580,Individual,5,376683.77,561273.17,Excellent,78734.15,126154.2,46,34604.0,15.61,FALSE,0.0,High,5.7,Medium
FIN-01581,BLD-01581,Condominium,1,0.0,13672.81,Good,610096.79,41259.45,0,49735.0,14.81,TRUE,8.0,Medium,0.0,Medium
FIN-01582,BLD-01582,Housing cooperative,1,0.0,369504.7,Very Good,290403.46,72226.34,0,38365.0,9.87,FALSE,0.0,Low,0.8,High
FIN-01583,BLD-01583,Corporate landlord,45,271447.98,414552.5,Excellent,743298.57,116715.73,0,58987.0,14.95,FALSE,0.0,Low,4.2,Low
FIN-01584,BLD-01584,Corporate landlord,18,249709.07,434671.12,Excellent,357467.32,28475.97,0,51682.0,14.57,TRUE,8.0,Medium,2.8,Medium
FIN-01585,BLD-01585,Individual,2,157965.66,40619.73,Good,388046.97,144851.6,76,64382.0,16.02,FALSE,0.0,Medium,9.9,Low
FIN-01586,BLD-01586,Municipal,49,54768.0,0.0,Excellent,404715.63,128281.92,0,44988.0,7.25,TRUE,8.0,Medium,1.1,Medium
FIN-01587,BLD-01587,Individual,3,90524.73,114253.49,Very Good,569751.05,11387.21,69,40559.0,16.38,TRUE,8.0,High,8.7,High
FIN-01588,BLD-01588,Corporate landlord,23,254328.02,1440699.44,Excellent,407939.95,170325.31,0,73186.0,20.27,TRUE,8.0,Medium,3.7,High
FIN-01589,BLD-01589,Housing cooperative,1,0.0,266601.8,Excellent,694411.47,163419.48,0,38919.0,10.66,FALSE,0.0,Medium,2.3,Medium
FIN-01590,BLD-01590,Municipal,71,84710.4,0.0,Excellent,361768.28,15876.11,0,34629.0,7.27,TRUE,8.0,Medium,3.8,Low
FIN-01591,BLD-01591,Municipal,47,375302.4,0.0,Excellent,536933.3,96673.12,0,39374.0,9.85,TRUE,8.0,High,1.3,High
FIN-01592,BLD-01592,Condominium,1,0.0,71019.93,Excellent,702860.13,95592.3,0,47672.0,13.69,TRUE,8.0,Medium,0.0,Low
FIN-01593,BLD-01593,Municipal,60,189273.6,0.0,Excellent,632408.26,153206.77,0,30864.0,7.1,TRUE,8.0,High,3.7,High
FIN-01594,BLD-01594,Housing cooperative,1,0.0,147656.94,Excellent,121568.22,125402.14,0,42033.0,9.59,FALSE,0.0,Medium,0.4,Low
FIN-01595,BLD-01595,Individual,5,152564.44,424815.94,Excellent,433016.3,149755.93,57,45474.0,9.41,TRUE,8.0,Medium,1.3,Medium
FIN-01596,BLD-01596,Municipal,26,195427.2,0.0,Excellent,264768.7,106182.57,0,42305.0,8.49,TRUE,8.0,High,2.1,Medium
FIN-01597,BLD-01597,Municipal,64,45312.0,0.0,Excellent,100366.96,13359.16,0,37073.0,7.99,TRUE,8.0,Medium,4.6,High
FIN-01598,BLD-01598,Individual,4,250031.4,484993.12,Good,122929.32,190126.42,52,36851.0,15.21,TRUE,8.0,High,4.6,High
FIN-01599,BLD-01599,Individual,5,191209.03,461482.54,Fair,190535.63,41816.99,58,40609.0,10.13,TRUE,8.0,Medium,4.5,High
FIN-01600,BLD-01600,Condominium,1,0.0,47717.56,Very Good,368812.09,37246.42,0,70387.0,16.22,TRUE,8.0,Medium,0.0,High
FIN-01601,BLD-01601,Condominium,1,0.0,86263.22,Very Good,757633.85,142939.78,0,71329.0,14.42,TRUE,8.0,Low,0.0,Medium
FIN-01602,BLD-01602,Municipal,68,248025.6,0.0,Excellent,67655.11,68398.68,0,41945.0,7.0,TRUE,8.0,High,3.8,Medium
FIN-01603,BLD-01603,Municipal,41,516528.0,0.0,Excellent,571801.18,61101.65,0,34300.0,7.09,TRUE,8.0,High,3.9,High
FIN-01604,BLD-01604,Individual,4,139546.97,105813.43,Fair,625236.0,145793.94,59,49109.0,13.94,FALSE,0.0,Low,9.0,High
FIN-01605,BLD-01605,Housing cooperative,1,0.0,327158.56,Good,293493.78,77985.3,0,53112.0,7.41,FALSE,0.0,Medium,1.3,Medium
FIN-01606,BLD-01606,Corporate landlord,15,396063.22,936783.8,Excellent,579869.88,49488.72,0,68553.0,13.62,TRUE,8.0,Low,4.3,Medium
FIN-01607,BLD-01607,Municipal,62,47088.0,0.0,Excellent,299634.85,70261.68,0,28933.0,8.12,TRUE,8.0,High,3.0,High
FIN-01608,BLD-01608,Housing cooperative,1,0.0,177717.51,Very Good,410960.01,25677.24,0,39045.0,10.1,FALSE,0.0,Medium,0.9,Medium
FIN-01609,BLD-01609,Municipal,34,355267.2,0.0,Excellent,555163.29,86699.6,0,29217.0,8.75,TRUE,8.0,High,1.2,Low
FIN-01610,BLD-01610,Housing cooperative,1,0.0,242393.23,Very Good,484776.3,26161.88,0,34849.0,8.23,FALSE,0.0,Medium,2.9,Medium
FIN-01611,BLD-01611,Municipal,14,390441.6,0.0,Excellent,161704.55,52191.78,0,36408.0,9.53,TRUE,8.0,Medium,1.5,Low
FIN-01612,BLD-01612,Condominium,1,0.0,101123.34,Very Good,348044.4,39155.24,0,48327.0,14.8,TRUE,8.0,Low,0.0,High
FIN-01613,BLD-01613,Housing cooperative,1,0.0,228336.56,Good,596320.05,65699.7,0,32819.0,10.25,FALSE,0.0,Low,2.5,High
FIN-01614,BLD-01614,Corporate landlord,27,117886.53,645207.32,Good,198692.08,152105.89,0,40066.0,21.17,TRUE,8.0,Low,2.7,High
FIN-01615,BLD-01615,Individual,5,166815.04,214932.29,Good,462049.92,56611.12,42,43111.0,10.73,TRUE,8.0,Medium,7.8,Medium
FIN-01616,BLD-01616,Corporate landlord,47,79964.94,870219.87,Good,627448.95,159821.4,0,74302.0,13.52,FALSE,0.0,Low,1.3,Medium
FIN-01617,BLD-01617,Housing cooperative,1,0.0,390707.2,Good,370819.17,172819.69,0,47864.0,7.72,FALSE,0.0,Low,0.6,Medium
FIN-01618,BLD-01618,Municipal,61,212227.2,0.0,Excellent,262100.51,130942.82,0,28893.0,7.81,TRUE,8.0,High,4.4,Medium
FIN-01619,BLD-01619,Corporate landlord,32,647401.35,679602.58,Good,487494.93,166517.36,0,50848.0,20.8,FALSE,0.0,Low,4.2,Medium
